uuid,work_id,item_type,series,year,month,format,title,clean_title,part_index,part_total,proposed_filename,proposed_filename_display
340,w-god-vs-science,lecture,Spiritual Reality & Modern Man,2007,,audiobook,Spiritual Reality and Modern Man: God vs. Science: Limits of the Mind (Audiobook),Spiritual Reality and Modern Man: God vs. Science: Limits of the Mind,,,2007_Spiritual_Reality_and_Modern_Man_God_vs._Science_Limits_of_the_Mind.m4b,2007_Spiritual_Reality_and_Modern_Man_God_vs._Science_Limits_of_the_Mind.m4b
341,w-tlc-perception,lecture,Transcending Levels of Consciousness,2006,,audiobook,Transcending the Levels of Consciousness Series: Perception vs. Essence (Audiobook),Transcending the Levels of Consciousness Series: Perception vs. Essence,,,2006_Transcending_the_Levels_of_Consciousness_Series_Perception_vs._Essence.m4b,2006_Transcending_the_Levels_of_Consciousness_Series_Perception_vs._Essence.m4b
342,w-compassion,lecture,On The Road Talk Series,2003,,audiobook,Compassion (Audiobook),Compassion,,,2003_Compassion.m4b,2003_Compassion.m4b
343,w-live-prayer,lecture,Transcending Levels of Consciousness,2006,,audiobook,Live Life As A Prayer (Audio),Live Life As A Prayer,,,2006_Live_Life_As_A_Prayer.m4b,2006_Live_Life_As_A_Prayer.m4b
344,w-satsang-series-jan-2006,lecture,Satsang Series,2006,01,CD,Satsang Series (Jan 2006),Satsang Series,,,2006-01_Satsang_Series.mp3,2006-01_Satsang_Series.mp3
345,w-satsang-series-mar-2006,lecture,Satsang Series,2006,03,CD,Satsang Series (Mar 2006),Satsang Series,,,2006-03_Satsang_Series.mp3,2006-03_Satsang_Series.mp3
346,w-satsang-series-may-2006,lecture,Satsang Series,2006,05,CD,Satsang Series (May 2006),Satsang Series,,,2006-05_Satsang_Series.mp3,2006-05_Satsang_Series.mp3
347,w-satsang-series-jul-2006,lecture,Satsang Series,2006,07,CD,Satsang Series (Jul 2006),Satsang Series,,,2006-07_Satsang_Series.mp3,2006-07_Satsang_Series.mp3
348,w-satsang-series-sep-2006,lecture,Satsang Series,2006,09,CD,Satsang Series (Sep 2006),Satsang Series,,,2006-09_Satsang_Series.mp3,2006-09_Satsang_Series.mp3
349,w-satsang-series-nov-2006,lecture,Satsang Series,2006,11,CD,Satsang Series (Nov 2006),Satsang Series,,,2006-11_Satsang_Series.mp3,2006-11_Satsang_Series.mp3
350,w-satsang-series-jul-2008,lecture,Satsang Series,2008,07,CD,Satsang Series (Jul 2008),Satsang Series,,,2008-07_Satsang_Series.mp3,2008-07_Satsang_Series.mp3
351,w-satsang-series-jun-2010,lecture,Satsang Series,2010,06,CD,Satsang Series (Jun 2010),Satsang Series,,,2010-06_Satsang_Series.mp3,2010-06_Satsang_Series.mp3
352,w-satsang-series-sep-2010,lecture,Satsang Series,2010,09,CD,Satsang Series (Sep 2010),Satsang Series,,,2010-09_Satsang_Series.mp3,2010-09_Satsang_Series.mp3
353,w-giving-up-illness,lecture,Media Miscellaneous,2007,03,CD,Giving Up Illness through A Course in Miracles© – Audio,Giving Up Illness through A Course in Miracles© – Audio,,,2007-03_Giving_Up_Illness_through_A_Course_in_Miracles©_–_Audio.mp3,2007-03_Giving_Up_Illness_through_A_Course_in_Miracles©_–_Audio.mp3
354,w-unity-church-sedona-2005,lecture,On The Road Talk Series,2005,03,CD,Unity Church of Sedona 2005 March (CD),Unity Church of Sedona (CD),,,2005-03_OTR_Unity_Church_of_Sedona_(CD).mp3,2005-03_OTR_Unity_Church_of_Sedona_(CD).mp3
355,w-unity-church-sedona-2006,lecture,On The Road Talk Series,2006,06,CD,Unity Church of Sedona 2006 June (CD),Unity Church of Sedona (CD),,,2006-06_OTR_Unity_Church_of_Sedona_(CD).mp3,2006-06_OTR_Unity_Church_of_Sedona_(CD).mp3
356,w-dont-set-sail-without-a-compass,lecture,Media Miscellaneous,,,CD,Don’t Set Sail Without A Compass – Audio,Don’t Set Sail Without A Compass – Audio,,,Don’t_Set_Sail_Without_A_Compass_–_Audio.mp3,Don’t_Set_Sail_Without_A_Compass_–_Audio.mp3
357,w-peace-is-the-natural-state,lecture,On The Road Talk Series,2003,,CD,Peace is the Natural State,Peace is the Natural State,,,2003_OTR_Peace_is_the_Natural_State.mp3,2003_OTR_Peace_is_the_Natural_State.mp3
358,w-essence-of-letting-go,lecture,Media Miscellaneous,,,audiobook,The Essence of Letting Go: A Living Transmission of Truth,The Essence of Letting Go: A Living Transmission of Truth,,,The_Essence_of_Letting_Go_A_Living_Transmission_of_Truth.m4b,The_Essence_of_Letting_Go_A_Living_Transmission_of_Truth.m4b
359,w-orthomolecular-psychiatry,book,Academic,1973,,book,Orthomolecular Psychiatry: Treatment of Schizophrenia,Orthomolecular Psychiatry: Treatment of Schizophrenia,,,1973_Orthomolecular_Psychiatry_Treatment_of_Schizophrenia.pdf,1973_Orthomolecular_Psychiatry_Treatment_of_Schizophrenia.pdf
360,w-qualitative-quantitative-analysis,book,Academic,1998,,book,Qualitative and Quantitative Analysis and Calibration of the Level of Human Consciousness,Qualitative and Quantitative Analysis and Calibration of the Level of Human Consciousness,,,1998_Qualitative_and_Quantitative_Analysis_and_Calibration_of_the_Level_of_Human_Consciousness.pdf,1998_Qualitative_and_Quantitative_Analysis_and_Calibration_of_the_Level_of_Human_Consciousness.pdf
361,w-dialogues-on-consciousness,book,Academic,1998,,book,Dialogues on Consciousness and Spirituality,Dialogues on Consciousness and Spirituality,,,1998_Dialogues_on_Consciousness_and_Spirituality.pdf,1998_Dialogues_on_Consciousness_and_Spirituality.pdf
362,w-highlights-2002-1-6,highlight,Lecture Highlights,2002,,streaming,Highlights of the 2002 Lectures 1-6,Highlights of the 2002 Lectures 1-6,1,1,Highlights_of_the_2002_Lectures_1-6.mp4,Highlights_of_the_2002_Lectures_1-6.mp4
363,w-highlights-2002-7-12,highlight,Lecture Highlights,2002,,streaming,Highlights of the 2002 Lectures 7-12,Highlights of the 2002 Lectures 7-12,1,1,Highlights_of_the_2002_Lectures_7-12.mp4,Highlights_of_the_2002_Lectures_7-12.mp4
364,w-highlights-2003,highlight,Lecture Highlights,2003,,streaming,Highlights of the 2003 Lectures,Highlights of the 2003 Lectures,1,1,Highlights_of_the_2003_Lectures.mp4,Highlights_of_the_2003_Lectures.mp4
365,w-highlights-2004,highlight,Lecture Highlights,2004,,streaming,Highlights of the 2004 Lectures,Highlights of the 2004 Lectures,1,1,Highlights_of_the_2004_Lectures.mp4,Highlights_of_the_2004_Lectures.mp4
366,w-highlights-2005,highlight,Lecture Highlights,2005,,streaming,Highlights of the 2005 Lectures,Highlights of the 2005 Lectures,1,1,Highlights_of_the_2005_Lectures.mp4,Highlights_of_the_2005_Lectures.mp4
367,w-highlights-2006,highlight,Lecture Highlights,2006,,streaming,Highlights of the 2006 Lectures,Highlights of the 2006 Lectures,1,1,Highlights_of_the_2006_Lectures.mp4,Highlights_of_the_2006_Lectures.mp4
368,w-highlights-2007,highlight,Lecture Highlights,2007,,streaming,Highlights of the 2007 Lectures,Highlights of the 2007 Lectures,1,1,Highlights_of_the_2007_Lectures.mp4,Highlights_of_the_2007_Lectures.mp4
369,w-discovery,lecture,Nightingale-Conant,2007,,audiobook,The Discovery,The Discovery,1,1,2007_The_Discovery.m4b,2007_The_Discovery.m4b
370,w-ultimate-library,lecture,Nightingale-Conant,2016,,audiobook,The Ultimate David Hawkins Library,The Ultimate David Hawkins Library,1,1,2016_The_Ultimate_David_Hawkins_Library.m4b,2016_The_Ultimate_David_Hawkins_Library.m4b
371,w-om,other,Media Miscellaneous,2017,,audiobook,OM,OM,1,1,2017_OM.m4b,2017_OM.m4b
372,w-how-to-surrender-to-god,lecture,Hay House,2019,,audiobook,How to Surrender to God,How to Surrender to God,1,1,2019_How_to_Surrender_to_God.m4b,2019_How_to_Surrender_to_God.m4b
373,w-power-vs-force,book,Books,1995,,book,Power vs. Force — Original Hardcover (non-B&W dust jacket),Power vs. Force — Original Hardcover (non-B&W dust jacket),,,1995_Power_vs_Force_The_Hidden_Determinants_of_Human_Behavior_(Original_Hardcover_non-B&W).pdf,1995_Power_vs_Force_The_Hidden_Determinants_of_Human_Behavior_(Original_Hardcover_non-B&W).pdf
